DW_NAME,VALUE
Lesotho,52.49432723750393
Zimbabwe,52.10696840229623
India,51.51059353315325
Saint Kitts and Nevis,51.47658870814673
Botswana,51.01831821107872
Nigeria,50.61547698741646
Palestine,50.532176459120656
Seychelles,50.51238470535041
Gabon,50.278067987384496
Angola,50.16584187484551
Grenada,50.12100504201038
Palau,49.98315159050796
Haiti,49.933553851831874
Dominica,49.58442015890617
Nauru,49.52368255267126
Libya,49.207119736312535
Marshall Islands,48.12141468848094
Micronesia (country),47.43680496401252
Kiribati,47.35660717165919
Congo,47.32832621757768
China,46.19936987911469
Djibouti,45.15757837972395
Somalia,44.393921927074615
Eswatini,44.058490227193744
South Africa,43.43193144938501
