DW_NAME,VALUE
Uruguay,54.31451713379968
Monaco,54.17720442735452
Serbia,53.84776839831271
Singapore,53.5768038272192
Western Sahara,53.5021012156026
Bosnia and Herzegovina,53.33498800723783
Palau,52.98349080124498
Armenia,52.871286662726845
Luxembourg,52.7625838364161
Slovakia,51.80249809199771
United Arab Emirates,51.7782647997778
Estonia,51.33170259594295
Brazil,51.22122749241312
Croatia,50.974154061576826
Nauru,50.91774826614397
East Timor,50.62389943562201
Colombia,50.4802624166319
Albania,50.181063418516096
North Macedonia,50.07742210583684
Ecuador,49.87409018364804
Nicaragua,49.38283209103484
Greenland,49.37582144838157
Poland,49.14935630463615
Jordan,48.885024092714
Latvia,48.21129697306607
Bulgaria,47.45019784219117
Hungary,47.33674092606277
Bahrain,47.30627417339727
Tunisia,47.17343677198088
Lithuania,47.07521637133593
Peru,47.05888801630713
El Salvador,47.03024307524939
Kuwait,46.94678137283408
Lebanon,46.34484230634142
Antigua and Barbuda,45.99284267638042
Cape Verde,45.80345078790244
China,45.70505175781333
Ukraine,45.2708173148996
Iran,45.19422417480344
Saudi Arabia,45.18033500811072
Qatar,45.13402846921021
Barbados,45.10331250084286
Paraguay,44.84366923122474
Georgia,44.732897260846805
Bahamas,44.728432877136456
Honduras,44.620449360686
Tonga,44.29692426098569
Mongolia,44.16193108737056
Romania,43.46283425292909
Marshall Islands,43.44588489441886
Thailand,43.27958567853016
Belarus,43.24763446633242
Oman,43.21872241282589
Sri Lanka,42.63284782987262
Cook Islands,42.43116937807031
Morocco,42.33339072150298
Guatemala,42.22575264807672
Mauritius,42.06739213355405
Mexico,42.05052091148254
Russia,41.86896604495816
Uzbekistan,41.71302988350602
Tajikistan,41.403767651129606
Jamaica,41.265188793011646
Trinidad and Tobago,41.251885080837006
Micronesia (country),40.60031003399678
Turkey,40.591114496892985
Grenada,40.46292138656385
Malaysia,40.2889910255618
Suriname,40.27634510540412
Liberia,40.07069139542432
Kiribati,39.833390636118736
Algeria,39.01623840116355
Moldova,38.94053951367111
Vietnam,38.66925583118159
Namibia,38.44995186747522
Bolivia,38.29332000061555
Samoa,38.17082355086153
Sao Tome and Principe,37.80585513190511
Dominica,37.33632037860694
Dominican Republic,37.28437960741879
Saint Kitts and Nevis,37.1571929038807
Azerbaijan,37.0007646915725
Nepal,36.91059067382568
Saint Lucia,36.73685128373026
Kazakhstan,36.405465270794345
Belize,36.251592042421386
Palestine,36.03171874016651
Rwanda,35.773119672220595
Bhutan,35.69363144377772
Comoros,35.37518629157704
Venezuela,35.36236387288415
South Africa,35.294057010566746
Seychelles,35.173595537043646
Kyrgyzstan,34.92965730122018
Iraq,34.46919839699353
Egypt,34.35436737432279
Yemen,34.176656860460994
Syria,33.8213659458071
Saint Vincent and the Grenadines,33.689736281344004
Bangladesh,33.683211119311146
Turkmenistan,33.48463261920316
Brunei,33.365390581665366
Solomon Islands,32.916668321716486
Botswana,32.90524450987702
Cambodia,32.87104943519791
Vanuatu,32.81532816583175
Philippines,32.6136711783113
Malawi,31.894357769311743
India,31.672383266298645
Mozambique,31.38784492090023
Lesotho,30.7297265962018
Libya,30.6684963871646
Guinea-Bissau,30.57851054379364
Burundi,30.561032489051183
Mauritania,28.95504460018085
Indonesia,28.91906790412415
Eswatini,28.56382679026811
Uganda,28.37979452877011
Senegal,28.286050154931058
Myanmar,28.15901066606605
Guyana,28.14840621988365
Eritrea,27.754459972062357
Zambia,27.43993738480901
Sierra Leone,26.62562127512881
Fiji,26.038420300665155
Sudan,25.929655764562284
Gabon,24.938585793615022
Central African Republic,24.506120414017616
Pakistan,23.984484329019185
Laos,23.96181020766539
Togo,23.667790427110248
Tanzania,23.453609904374336
Ethiopia,23.346313920410694
Burkina Faso,22.81332460844485
Gambia,22.733460462114092
Ghana,22.49777199915425
Cameroon,21.521053441400245
Kenya,21.08327802609606
Papua New Guinea,20.968586897570457
Haiti,20.483176814543604
Djibouti,20.45702913975588
Congo,19.415667058857853
Angola,19.33476383432746
Madagascar,18.55766009722136
Zimbabwe,18.109427739716708
Equatorial Guinea,17.890995842555082
South Sudan,17.39883555108043
Niger,17.32502122962115
Democratic Republic of Congo,17.110809536498852
Cote d'Ivoire,16.85200260316092
Guinea,15.720951875232672
Mali,14.589166673852809
Benin,12.796928248173266
Somalia,9.624684852949905
Chad,8.242994891043091
Nigeria,6.709054657415038
